asset_id,department,section_from,section_to,km_start,km_end,mast_start,mast_end,line,contact_wire_diameter_mm,wire_wear_percentage,wire_status,catenary_wire_condition,atd_position_mm,atd_status,ambient_temperature_c,wire_height_at_support_mm,stagger_mm,insulator_condition,pantograph_spark_count_30d,mast_foundation_status,power_block_required,tower_wagon_required,days_since_last_maintenance,ground_truth_failure,ground_truth_rul_days
OHE-0467,TRACTION_DISTRIBUTION_OHE,DER,KRJ,53.07,54.3,53/3,53/27,UP,11.32,23.1,GOOD,GOOD,601.4,NORMAL,37.1,5598,4,CLEAN,2,STABLE,True,False,24,0,361
OHE-0468,TRACTION_DISTRIBUTION_OHE,TDL,FZD,223.08,224.45,223/14,223/32,UP,12.14,2.5,GOOD,WORN,732.4,NORMAL,44.4,5553,-142,CLEAN,0,STABLE,True,False,46,0,358
OHE-0469,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,7.51,8.19,7/2,7/26,DN,8.23,100.0,CONDEMN_RENEW,WORN,404.6,NORMAL,20.1,5631,73,CLEAN,10,STABLE,True,True,362,1,19
OHE-0470,TRACTION_DISTRIBUTION_OHE,DER,KRJ,57.08,58.22,57/6,57/17,DN,8.0,100.0,CONDEMN_RENEW,WORN,517.0,NORMAL,35.5,5604,-33,CLEAN,13,STABLE,True,True,317,1,19
OHE-0471,TRACTION_DISTRIBUTION_OHE,PHD,CNB,392.47,393.57,392/4,392/32,DN,11.26,24.6,GOOD,GOOD,377.7,NORMAL,19.8,5537,79,CLEAN,0,STABLE,True,False,26,0,361
OHE-0472,TRACTION_DISTRIBUTION_OHE,GZB,DER,26.52,27.93,26/12,26/25,UP,9.96,57.1,WORN,GOOD,393.6,NORMAL,19.9,5633,16,CLEAN,0,SETTLEMENT,True,False,105,0,292
OHE-0473,TRACTION_DISTRIBUTION_OHE,PHD,CNB,376.05,377.42,376/12,376/23,DN,12.24,0.0,GOOD,GOOD,408.3,NORMAL,16.0,5468,-93,CLEAN,0,STABLE,True,False,27,0,360
OHE-0474,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.37,218.09,217/2,217/16,UP,9.48,69.2,CRITICAL,WORN,686.8,NORMAL,33.7,5570,-26,CLEAN,15,STABLE,True,True,106,0,234
OHE-0475,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,6.74,8.16,6/6,6/25,UP,9.24,75.2,CRITICAL,WORN,496.4,NORMAL,31.0,5559,-27,CLEAN,16,STABLE,True,True,292,1,20
OHE-0476,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,10.72,11.53,10/10,10/28,UP,10.2,51.1,WORN,GOOD,453.0,NORMAL,17.5,5612,-19,CLEAN,1,STABLE,True,False,100,0,292
OHE-0477,TRACTION_DISTRIBUTION_OHE,ETW,PHD,342.05,342.91,342/5,342/20,DN,8.0,100.0,CONDEMN_RENEW,WORN,380.6,NORMAL,18.5,5624,142,CLEAN,22,STABLE,True,True,299,1,12
OHE-0478,TRACTION_DISTRIBUTION_OHE,DER,KRJ,47.27,47.79,47/15,47/25,DN,10.55,42.4,WORN,GOOD,573.5,NORMAL,40.3,5527,111,CLEAN,3,SETTLEMENT,True,False,100,0,292
OHE-0479,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.74,218.84,217/7,217/18,UP,8.87,84.5,CRITICAL,WORN,420.7,NORMAL,28.6,5614,-9,CLEAN,32,STABLE,True,True,340,1,19
OHE-0480,TRACTION_DISTRIBUTION_OHE,TDL,FZD,224.4,225.22,224/4,224/20,DN,10.59,41.4,WORN,WORN,531.1,NORMAL,21.2,5558,-104,CLEAN,0,STABLE,True,False,206,0,276
OHE-0481,TRACTION_DISTRIBUTION_OHE,GZB,DER,25.4,26.08,25/3,25/16,DN,11.07,29.3,GOOD,GOOD,572.0,NORMAL,43.7,5707,0,FLASHOVER_RISK,26,STABLE,True,False,50,0,186
OHE-0482,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.83,219.13,217/3,217/26,UP,12.24,0.0,GOOD,GOOD,601.3,NORMAL,43.1,5500,-78,CLEAN,2,STABLE,True,False,73,0,353
OHE-0483,TRACTION_DISTRIBUTION_OHE,DER,KRJ,53.2,54.15,53/11,53/29,UP,8.42,95.7,CONDEMN_RENEW,GOOD,551.7,NORMAL,19.3,5495,-142,CLEAN,9,STABLE,True,True,357,1,19
OHE-0484,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,23.42,24.23,23/5,23/20,DN,11.11,28.3,GOOD,GOOD,604.8,NORMAL,39.9,5527,5,CLEAN,3,STABLE,True,False,82,0,352
OHE-0485,TRACTION_DISTRIBUTION_OHE,ETW,PHD,308.95,309.78,308/7,308/24,UP,9.45,69.9,CRITICAL,GOOD,573.6,NORMAL,35.7,5604,127,CLEAN,17,STABLE,True,True,157,1,22
OHE-0486,TRACTION_DISTRIBUTION_OHE,GZB,DER,32.93,34.41,32/5,32/32,UP,10.3,48.6,WORN,WORN,421.9,NORMAL,19.8,5510,87,CLEAN,3,STABLE,True,False,140,0,286
OHE-0487,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,140.23,141.31,140/4,140/17,UP,10.93,32.8,GOOD,GOOD,370.0,NORMAL,17.7,5546,-84,CLEAN,0,STABLE,True,False,72,0,354
OHE-0488,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,186.31,187.56,186/8,186/32,UP,8.0,100.0,CONDEMN_RENEW,WORN,467.6,NORMAL,24.7,5605,49,CLEAN,35,TILTING,True,True,299,1,2
OHE-0489,TRACTION_DISTRIBUTION_OHE,FZD,ETW,245.13,246.61,245/8,245/18,DN,10.68,39.1,GOOD,GOOD,419.6,NORMAL,31.4,5621,5,CLEAN,4,STABLE,True,False,53,0,356
OHE-0490,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,119.74,121.02,119/9,119/27,DN,9.84,60.2,WORN,GOOD,422.2,NORMAL,20.0,5493,11,CLEAN,1,STABLE,True,False,274,0,266
OHE-0491,TRACTION_DISTRIBUTION_OHE,PHD,CNB,404.96,406.03,404/7,404/23,UP,11.81,10.8,GOOD,GOOD,496.4,NORMAL,22.0,5522,47,CLEAN,3,SETTLEMENT,True,False,132,0,344
OHE-0492,TRACTION_DISTRIBUTION_OHE,TDL,FZD,216.25,217.02,216/2,216/23,UP,8.0,100.0,CONDEMN_RENEW,GOOD,509.4,NORMAL,25.0,5477,-80,POLLUTED,27,STABLE,True,True,254,1,8
OHE-0493,TRACTION_DISTRIBUTION_OHE,FZD,ETW,234.86,236.19,234/14,234/25,UP,8.8,86.2,CONDEMN_RENEW,WORN,527.3,NORMAL,15.1,5490,-36,CLEAN,30,STABLE,True,True,210,1,13
OHE-0494,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,3.15,3.88,3/1,3/28,UP,10.08,54.1,WORN,GOOD,663.3,NORMAL,36.5,5658,-116,CLEAN,4,STABLE,True,False,92,0,294
OHE-0495,TRACTION_DISTRIBUTION_OHE,FZD,ETW,275.39,276.62,275/6,275/17,UP,10.21,50.9,WORN,GOOD,459.1,NORMAL,16.8,5628,113,CLEAN,0,STABLE,True,False,79,0,295
OHE-0496,TRACTION_DISTRIBUTION_OHE,PHD,CNB,433.73,434.53,433/14,433/23,DN,11.23,25.3,GOOD,GOOD,472.3,NORMAL,28.3,5523,-37,CLEAN,0,STABLE,True,False,26,0,361
OHE-0497,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,3.87,4.49,3/4,3/30,DN,11.12,28.1,GOOD,WORN,598.7,NORMAL,41.1,5465,-66,CLEAN,2,STABLE,True,False,130,0,345
OHE-0498,TRACTION_DISTRIBUTION_OHE,PHD,CNB,390.52,391.98,390/15,390/20,UP,9.05,79.9,CRITICAL,WORN,635.1,NORMAL,42.1,5518,128,CLEAN,6,STABLE,True,True,338,0,199
OHE-0499,TRACTION_DISTRIBUTION_OHE,ETW,PHD,328.74,329.62,328/15,328/32,UP,9.44,70.2,CRITICAL,WORN,571.5,NORMAL,41.5,5569,106,FLASHOVER_RISK,22,STABLE,True,True,233,1,11
OHE-0500,TRACTION_DISTRIBUTION_OHE,GZB,DER,31.92,32.65,31/7,31/26,UP,8.81,86.0,CONDEMN_RENEW,CRITICAL,383.0,NORMAL,16.6,5568,100,CLEAN,32,STABLE,True,True,305,1,12
OHE-0501,TRACTION_DISTRIBUTION_OHE,TDL,FZD,222.45,222.95,222/10,222/22,UP,10.52,43.1,WORN,GOOD,622.9,NORMAL,29.1,5550,92,CLEAN,3,STABLE,True,False,154,0,284
OHE-0502,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.15,221.9,221/15,221/16,UP,11.6,16.0,GOOD,GOOD,579.3,NORMAL,30.3,5547,-76,FLASHOVER_RISK,28,STABLE,True,False,54,0,185
OHE-0503,TRACTION_DISTRIBUTION_OHE,FZD,ETW,279.25,280.35,279/1,279/18,DN,12.16,2.0,GOOD,GOOD,601.7,NORMAL,34.6,5582,-28,CLEAN,4,SETTLEMENT,True,False,99,0,349
OHE-0504,TRACTION_DISTRIBUTION_OHE,DER,KRJ,40.11,41.56,40/5,40/28,DN,12.15,2.3,GOOD,GOOD,571.5,NORMAL,42.6,5506,-125,CLEAN,4,STABLE,True,False,19,0,362
OHE-0505,TRACTION_DISTRIBUTION_OHE,ETW,PHD,325.18,325.93,325/14,325/18,UP,10.65,39.8,GOOD,GOOD,548.0,NORMAL,37.5,5439,-56,CLEAN,1,STABLE,True,False,188,0,336
OHE-0506,TRACTION_DISTRIBUTION_OHE,GZB,DER,31.66,32.42,31/7,31/32,DN,12.02,5.5,GOOD,GOOD,507.1,NORMAL,23.2,5519,45,CLEAN,1,STABLE,True,False,110,0,348
OHE-0507,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,97.13,97.69,97/3,97/29,UP,9.28,74.2,CRITICAL,GOOD,628.4,NORMAL,34.5,5549,-124,CLEAN,35,STABLE,True,True,275,1,20
OHE-0508,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,96.35,97.8,96/9,96/31,UP,11.8,11.0,GOOD,GOOD,578.0,NORMAL,35.3,5571,-60,CLEAN,1,STABLE,True,False,41,0,358
OHE-0509,TRACTION_DISTRIBUTION_OHE,DER,KRJ,52.71,53.23,52/4,52/19,DN,10.31,48.4,WORN,GOOD,382.5,NORMAL,25.2,5539,116,CLEAN,0,SETTLEMENT,True,False,199,0,277
OHE-0510,TRACTION_DISTRIBUTION_OHE,TDL,FZD,222.58,223.22,222/9,222/25,DN,9.92,58.1,WORN,WORN,418.0,NORMAL,19.9,5493,-35,CLEAN,1,STABLE,True,False,182,0,280
OHE-0511,TRACTION_DISTRIBUTION_OHE,FZD,ETW,286.15,287.65,286/15,286/23,UP,10.99,31.3,GOOD,GOOD,579.0,NORMAL,41.5,5613,115,FLASHOVER_RISK,31,STABLE,True,False,169,1,24
OHE-0512,TRACTION_DISTRIBUTION_OHE,FZD,ETW,279.3,280.68,279/3,279/20,UP,8.63,90.5,CONDEMN_RENEW,CRITICAL,623.8,NORMAL,36.8,5589,-28,CLEAN,32,STABLE,True,True,214,1,13
OHE-0513,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,90.67,91.85,90/3,90/24,DN,8.05,100.0,CONDEMN_RENEW,CRITICAL,523.6,NORMAL,32.6,5501,-44,CLEAN,33,STABLE,True,True,210,1,13
OHE-0514,TRACTION_DISTRIBUTION_OHE,DER,KRJ,45.63,46.44,45/5,45/21,UP,9.07,79.4,CRITICAL,WORN,697.9,NORMAL,42.3,5603,-11,CLEAN,10,STABLE,True,True,334,0,200
OHE-0515,TRACTION_DISTRIBUTION_OHE,DER,KRJ,45.1,46.47,45/6,45/18,DN,11.63,15.3,GOOD,GOOD,490.4,NORMAL,23.9,5602,-6,CLEAN,1,STABLE,True,False,119,0,346
OHE-0516,TRACTION_DISTRIBUTION_OHE,GZB,DER,29.06,29.59,29/2,29/18,UP,9.04,80.2,CRITICAL,CRITICAL,615.6,NORMAL,31.6,5493,179,CLEAN,6,STABLE,True,True,271,0,209
OHE-0517,TRACTION_DISTRIBUTION_OHE,TDL,FZD,218.27,219.4,218/6,218/19,UP,8.91,83.5,CRITICAL,WORN,517.3,NORMAL,18.4,5496,122,CLEAN,21,STABLE,True,True,292,1,20
OHE-0518,TRACTION_DISTRIBUTION_OHE,TDL,FZD,222.28,223.45,222/2,222/19,UP,10.29,48.9,WORN,GOOD,373.0,NORMAL,17.5,5523,23,CLEAN,2,STABLE,True,False,91,0,294
OHE-0519,TRACTION_DISTRIBUTION_OHE,PHD,CNB,430.32,430.95,430/10,430/16,DN,9.09,78.9,CRITICAL,WORN,336.0,NORMAL,16.5,5535,66,POLLUTED,11,STABLE,True,True,170,0,187
OHE-0520,TRACTION_DISTRIBUTION_OHE,GZB,DER,27.71,29.01,27/10,27/26,UP,8.09,100.0,CONDEMN_RENEW,WORN,500.8,NORMAL,34.1,5471,-83,POLLUTED,33,STABLE,True,True,346,1,7
OHE-0521,TRACTION_DISTRIBUTION_OHE,KRJ,ALJN,85.3,86.19,85/7,85/20,DN,12.24,0.0,GOOD,GOOD,436.0,NORMAL,23.7,5594,48,CLEAN,2,STABLE,True,False,19,0,362
OHE-0522,TRACTION_DISTRIBUTION_OHE,FZD,ETW,284.93,285.46,284/5,284/30,DN,8.0,100.0,CONDEMN_RENEW,GOOD,503.9,NORMAL,22.2,5532,20,CLEAN,20,STABLE,True,True,325,1,11
OHE-0523,TRACTION_DISTRIBUTION_OHE,ETW,PHD,325.36,326.52,325/3,325/22,DN,9.34,72.7,CRITICAL,GOOD,564.5,NORMAL,24.4,5541,69,CLEAN,11,STABLE,True,True,126,0,231
OHE-0524,TRACTION_DISTRIBUTION_OHE,DER,KRJ,67.4,68.59,67/7,67/23,DN,8.53,93.0,CONDEMN_RENEW,WORN,388.6,NORMAL,17.9,5634,-65,CLEAN,18,STABLE,True,True,188,1,13
OHE-0525,TRACTION_DISTRIBUTION_OHE,PHD,CNB,378.03,378.94,378/15,378/20,DN,9.17,76.9,CRITICAL,CRITICAL,439.2,NORMAL,22.7,5579,127,CLEAN,5,STABLE,True,True,190,0,222
OHE-0526,TRACTION_DISTRIBUTION_OHE,GZB,DER,34.48,35.95,34/11,34/18,DN,8.0,100.0,CONDEMN_RENEW,CRITICAL,560.3,NORMAL,42.7,5553,98,POLLUTED,24,STABLE,True,True,282,1,8
OHE-0527,TRACTION_DISTRIBUTION_OHE,FZD,ETW,243.1,243.9,243/4,243/19,DN,11.94,7.5,GOOD,GOOD,532.2,NORMAL,44.3,5430,-67,CLEAN,1,STABLE,True,False,36,0,359
OHE-0528,TRACTION_DISTRIBUTION_OHE,GZB,DER,33.02,34.0,33/14,33/17,DN,10.85,34.8,GOOD,GOOD,561.0,NORMAL,23.2,5500,-37,POLLUTED,4,STABLE,True,False,170,0,301
OHE-0529,TRACTION_DISTRIBUTION_OHE,GZB,DER,29.41,30.77,29/11,29/19,UP,8.0,100.0,CONDEMN_RENEW,WORN,634.1,NORMAL,37.5,5488,196,FLASHOVER_RISK,28,STABLE,True,True,327,1,1
OHE-0530,TRACTION_DISTRIBUTION_OHE,TDL,FZD,221.0,221.86,221/13,221/28,UP,8.0,100.0,CONDEMN_RENEW,GOOD,491.4,NORMAL,20.5,5509,-103,CLEAN,18,STABLE,True,True,355,1,11
OHE-0531,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,20.15,20.84,20/4,20/28,DN,8.0,100.0,CONDEMN_RENEW,WORN,391.5,NORMAL,22.7,5519,-151,CLEAN,12,STABLE,True,True,260,1,20
OHE-0532,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,8.79,10.21,8/9,8/17,DN,9.62,65.7,CRITICAL,WORN,646.8,NORMAL,38.3,5656,-81,CLEAN,19,STABLE,True,True,168,1,22
OHE-0533,TRACTION_DISTRIBUTION_OHE,TDL,FZD,214.17,214.67,214/2,214/25,UP,9.43,70.4,CRITICAL,GOOD,498.0,NORMAL,15.7,5565,28,CLEAN,9,STABLE,True,True,165,0,225
OHE-0534,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,15.96,17.11,15/5,15/18,DN,10.95,32.3,GOOD,GOOD,497.4,NORMAL,33.6,5653,67,CLEAN,0,STABLE,True,False,61,0,355
OHE-0535,TRACTION_DISTRIBUTION_OHE,TDL,FZD,212.19,213.33,212/3,212/24,DN,9.91,58.4,WORN,GOOD,405.3,NORMAL,25.5,5601,-54,CLEAN,3,STABLE,True,False,364,0,252
OHE-0536,TRACTION_DISTRIBUTION_OHE,FZD,ETW,299.7,301.17,299/5,299/30,DN,9.96,57.1,WORN,GOOD,328.3,NORMAL,20.4,5588,-22,POLLUTED,3,SETTLEMENT,True,False,262,0,230
OHE-0537,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,145.88,147.05,145/9,145/23,DN,9.56,67.2,CRITICAL,WORN,668.3,NORMAL,44.9,5531,-26,CLEAN,10,SETTLEMENT,True,True,233,0,215
OHE-0538,TRACTION_DISTRIBUTION_OHE,GZB,DER,27.3,28.5,27/12,27/17,DN,10.57,41.9,WORN,GOOD,573.8,NORMAL,22.1,5636,82,CLEAN,2,STABLE,True,False,139,0,286
OHE-0539,TRACTION_DISTRIBUTION_OHE,GZB,DER,25.04,25.59,25/15,25/19,DN,9.27,74.4,CRITICAL,WORN,499.9,NORMAL,27.2,5596,-36,CLEAN,35,STABLE,True,True,90,1,23
OHE-0540,TRACTION_DISTRIBUTION_OHE,PHD,CNB,423.0,424.44,423/2,423/27,DN,8.0,100.0,CONDEMN_RENEW,WORN,496.1,NORMAL,31.0,5481,-34,CLEAN,5,STABLE,True,True,273,1,20
OHE-0541,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,196.49,197.99,196/14,196/16,DN,10.58,41.6,WORN,GOOD,512.5,NORMAL,31.9,5577,67,CLEAN,0,STABLE,True,False,135,0,287
OHE-0542,TRACTION_DISTRIBUTION_OHE,PHD,CNB,399.87,400.45,399/6,399/23,UP,11.43,20.3,GOOD,GOOD,671.6,NORMAL,39.6,5510,47,CLEAN,2,SETTLEMENT,True,False,43,0,358
OHE-0543,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.68,218.69,217/8,217/23,DN,11.74,12.5,GOOD,GOOD,425.6,NORMAL,23.1,5517,12,CLEAN,4,TILTING,True,False,110,0,253
OHE-0544,TRACTION_DISTRIBUTION_OHE,GZB,DER,28.65,29.42,28/3,28/26,DN,11.16,27.1,GOOD,GOOD,461.6,NORMAL,24.9,5506,-26,FLASHOVER_RISK,23,STABLE,True,False,92,0,180
OHE-0545,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,182.06,182.91,182/11,182/28,UP,8.92,83.2,CRITICAL,WORN,540.4,NORMAL,42.9,5583,-154,FLASHOVER_RISK,11,STABLE,True,True,246,1,19
OHE-0546,TRACTION_DISTRIBUTION_OHE,TDL,FZD,217.75,218.36,217/9,217/26,UP,11.54,17.5,GOOD,GOOD,446.6,NORMAL,17.8,5429,5,CLEAN,2,STABLE,True,False,56,0,356
OHE-0547,TRACTION_DISTRIBUTION_OHE,ALJN,TDL,158.5,159.4,158/11,158/22,DN,8.76,87.2,CONDEMN_RENEW,WORN,614.4,NORMAL,44.3,5609,-107,CLEAN,29,STABLE,True,True,298,1,12
OHE-0548,TRACTION_DISTRIBUTION_OHE,NDLS,GZB,11.66,13.02,11/11,11/25,UP,9.17,76.9,CRITICAL,GOOD,444.6,NORMAL,24.3,5663,-27,POLLUTED,13,STABLE,True,True,250,1,25
OHE-0549,TRACTION_DISTRIBUTION_OHE,DER,KRJ,49.22,50.49,49/7,49/32,UP,8.07,100.0,CONDEMN_RENEW,WORN,547.7,NORMAL,31.3,5526,-27,CLEAN,20,STABLE,True,True,272,1,12
OHE-0550,TRACTION_DISTRIBUTION_OHE,TDL,FZD,223.34,224.47,223/11,223/22,DN,10.57,41.9,WORN,GOOD,485.7,NORMAL,33.0,5576,18,POLLUTED,1,STABLE,True,False,130,0,250
